1000,7.3,0.2286,39.6,0.0123481,122.539
2500,3.3,0.1016,31.7,0.00251435,130.392
500,4,0.2286,71.3,0.00400603,126.758
315,5.4,0.1524,31.7,0.00525474,125.741
500,22.2,0.0254,71.3,0.0214178,117.967
6300,4.8,0.0254,39.6,0.000907475,134.336
1000,0,0.1016,71.3,0.00121072,128.825
800,11.2,0.0508,39.6,0.0150478,133.790
200,15.6,0.1016,71.3,0.0437259,130.898
400,8.4,0.0508,39.6,0.00566229,120.015
4000,5.3,0.2286,71.3,0.0051942,120.330
400,2,0.2286,39.6,0.00346574,122.147
800,15.4,0.0508,39.6,0.0282593,128.423
630,7.3,0.2286,31.7,0.0132672,126.189
1000,2,0.2286,39.6,0.00346574,129.147
315,15.6,0.1016,71.3,0.0437259,133.808
250,22.2,0.0254,39.6,0.0229028,117.386
200,15.4,0.0508,31.7,0.0289853,119.975
12500,0,0.0508,55.5,0.00076193,125.376
1250,15.4,0.0508,31.7,0.0289853,123.255
1000,7.3,0.2286,55.5,0.0111706,125.194
1250,4,0.2286,71.3,0.00400603,131.718
1600,19.7,0.0508,39.6,0.036484,117.604
400,9.9,0.1524,71.3,0.0193001,135.079
315,7.2,0.1524,71.3,0.00752039,128.713
400,12.7,0.0254,39.6,0.0130253,125.527
8000,17.4,0.0254,71.3,0.016104,115.466
3150,12.3,0.1016,71.3,0.0337792,120.798
2500,9.9,0.1524,31.7,0.0252785,114.729
4000,5.4,0.1524,31.7,0.00525474,116.181
5000,0,0.1524,55.5,0.00172668,125.203
2000,2,0.2286,39.6,0.00346574,122.797
630,0,0.1524,31.7,0.00209405,125.997
4000,9.5,0.0254,71.3,0.00420654,134.236
250,4,0.3048,71.3,0.00497773,126.395
5000,3,0.3048,71.3,0.00425727,118.134
2500,4.8,0.0254,71.3,0.000848633,130.828
315,8.9,0.1016,39.6,0.0124596,135.380
1600,3,0.3048,39.6,0.00495741,122.782
1250,8.4,0.0508,39.6,0.00566229,131.205
800,8.4,0.0508,39.6,0.00566229,128.435
8000,0,0.0508,39.6,0.000791822,128.518
1000,5.4,0.1524,31.7,0.00525474,128.241
3150,12.7,0.0254,39.6,0.0130253,127.847
2500,11.2,0.0508,39.6,0.0150478,122.170
630,0,0.3048,55.5,0.00283081,127.696
10000,4,0.2286,71.3,0.00400603,113.108
5000,12.3,0.1016,39.6,0.0408268,108.625
2000,0,0.2286,31.7,0.0027238,123.455
1250,0,0.1524,31.7,0.00209405,131.467
400,9.5,0.0254,31.7,0.00461377,124.756
630,0,0.1016,55.5,0.00131983,126.170
500,4.8,0.0254,39.6,0.000907475,116.366
250,17.4,0.0254,55.5,0.0165706,110.491
400,15.4,0.0508,55.5,0.0271925,126.500
3150,19.7,0.0508,71.3,0.0341183,116.225
250,12.7,0.0254,71.3,0.0121808,119.698
800,1.5,0.3048,39.6,0.00392107,128.831
1000,4.2,0.0508,39.6,0.00152689,125.647
6300,7.3,0.2286,71.3,0.0104404,115.818
3150,0,0.1524,39.6,0.00193287,125.603
800,9.5,0.0254,55.5,0.0043284,128.082
6300,0,0.1524,39.6,0.00193287,121.313
800,5.3,0.2286,39.6,0.00614329,129.491
2000,7.3,0.2286,55.5,0.0111706,120.354
8000,15.4,0.0508,71.3,0.0264269,112.675
4000,19.7,0.0508,71.3,0.0341183,113.045
250,15.4,0.0508,71.3,0.0264269,124.835
5000,0,0.1016,31.7,0.00150092,124.393
4000,0,0.1524,55.5,0.00172668,127.233
630,3,0.3048,71.3,0.00425727,129.354
4000,3,0.3048,31.7,0.00529514,115.608
2500,9.9,0.1524,71.3,0.0193001,119.639
1000,2,0.2286,55.5,0.00313525,129.002
2500,3,0.3048,55.5,0.00452492,122.439
12500,0,0.0254,39.6,0.000428464,129.116
4000,4,0.2286,55.5,0.0042862,120.654
20000,0,0.2286,71.3,0.00214345,114.474
10000,3.3,0.1016,71.3,0.00202822,116.694
3150,2,0.2286,71.3,0.00293031,126.116
250,8.9,0.1016,39.6,0.0124596,134.340
1250,1.5,0.3048,71.3,0.00336729,125.872
1000,9.9,0.1524,31.7,0.0252785,122.149
200,19.7,0.0508,71.3,0.0341183,118.005
6300,4.2,0.0508,39.6,0.00152689,125.717
2000,1.5,0.3048,71.3,0.00336729,126.642
315,0,0.2286,31.7,0.0027238,120.595
6300,7.3,0.2286,55.5,0.0111706,111.534
315,9.9,0.1524,31.7,0.0252785,128.809
2000,5.4,0.1524,71.3,0.00401199,131.111
315,17.4,0.0254,31.7,0.0176631,118.416
1250,12.6,0.1524,71.3,0.0483159,120.154
1000,0,0.1524,55.5,0.00172668,128.583
200,9.9,0.1524,31.7,0.0252785,127.299
1250,3,0.3048,71.3,0.00425727,127.634
12500,0,0.1016,55.5,0.00131983,119.910
1600,15.4,0.0508,71.3,0.0264269,130.065
1250,12.7,0.0254,71.3,0.0121808,133.048
1600,11.2,0.0508,71.3,0.014072,135.191
8000,0,0.3048,71.3,0.00266337,117.151
12500,4.8,0.0254,71.3,0.000848633,127.688
3150,3,0.3048,39.6,0.00495741,118.922
630,17.4,0.0254,31.7,0.0176631,136.886
1000,11.2,0.0508,39.6,0.0150478,132.430
5000,9.9,0.1524,39.6,0.0233328,111.135
630,0,0.2286,39.6,0.00253511,128.705
630,9.9,0.1524,31.7,0.0252785,126.049
10000,0,0.3048,55.5,0.00283081,113.076
8000,2.7,0.1524,39.6,0.00294804,116.659
4000,3.3,0.1016,71.3,0.00202822,128.704
1600,8.4,0.0508,31.7,0.00580776,129.296
12500,0,0.0254,31.7,0.000439472,128.977
2500,4,0.3048,71.3,0.00497773,123.775
3150,7.3,0.2286,55.5,0.0111706,117.134
8000,0,0.1524,71.3,0.0015988,122.527
2000,5.4,0.1524,55.5,0.00433288,128.707
400,15.4,0.0508,71.3,0.0264269,126.805
800,0,0.3048,71.3,0.00266337,126.201
400,12.6,0.1524,71.3,0.0483159,127.094
4000,4.8,0.0254,31.7,0.000930789,135.328
12500,1.5,0.3048,39.6,0.00392107,106.111
5000,0,0.3048,71.3,0.00266337,121.301
2000,4.8,0.0254,71.3,0.000848633,128.398
1000,3,0.3048,71.3,0.00425727,129.004
3150,4,0.2286,55.5,0.0042862,122.394
1000,4,0.2286,31.7,0.00509068,129.869
8000,3.3,0.1016,71.3,0.00202822,121.234
315,17.4,0.0254,71.3,0.016104,115.846
315,6.7,0.1016,31.7,0.00592927,126.266
3150,2,0.2286,55.5,0.00313525,123.742
2500,4,0.2286,39.6,0.00473801,119.649
2000,15.4,0.0508,71.3,0.0264269,129.285
2000,12.3,0.1016,71.3,0.0337792,122.218
3150,4.2,0.0508,39.6,0.00152689,133.587
6300,0,0.3048,39.6,0.00310138,116.229
12500,0,0.3048,55.5,0.00283081,111.076
1250,9.5,0.0254,31.7,0.00461377,131.446
20000,4,0.2286,71.3,0.00400603,109.638
1600,15.6,0.1016,39.6,0.0528487,114.554
200,11.2,0.0508,39.6,0.0150478,125.010
5000,3,0.3048,39.6,0.00495741,115.792
6300,0,0.0508,39.6,0.000791822,131.918
250,9.5,0.0254,31.7,0.00461377,120.136
630,2,0.2286,55.5,0.00313525,126.842
500,0,0.2286,55.5,0.00229336,123.780
4000,1.5,0.3048,39.6,0.00392107,117.741
1600,8.9,0.1016,71.3,0.0103088,128.763
1250,3.3,0.1016,71.3,0.00202822,132.304
500,12.6,0.1524,71.3,0.0483159,121.664
1000,3,0.3048,55.5,0.00452492,129.329
2000,8.4,0.0508,55.5,0.00544854,133.042
8000,5.4,0.1524,55.5,0.00433288,114.927
400,12.3,0.1016,71.3,0.0337792,139.428
4000,17.4,0.0254,55.5,0.0165706,121.771
1250,11.2,0.0508,39.6,0.0150478,130.050
2500,12.3,0.1016,31.7,0.0418756,110.317
800,4,0.2286,39.6,0.00473801,130.469
630,8.4,0.0508,55.5,0.00544854,126.152
400,0,0.2286,39.6,0.00253511,123.565
2000,7.2,0.1524,39.6,0.00909175,120.228
1600,3,0.3048,31.7,0.00529514,122.088
8000,0,0.1016,71.3,0.00121072,125.465
4000,12.6,0.1524,71.3,0.0483159,108.034
2000,2,0.2286,71.3,0.00293031,126.896
1600,7.2,0.1524,71.3,0.00752039,130.893
6300,5.4,0.1524,55.5,0.00433288,117.287
1600,12.3,0.1016,39.6,0.0408268,117.875
500,4,0.3048,39.6,0.00579636,130.173
10000,4.8,0.0254,71.3,0.000848633,127.398
315,12.6,0.1524,71.3,0.0483159,128.484
1000,4,0.2286,39.6,0.00473801,129.969
630,17.4,0.0254,55.5,0.0165706,122.411
800,8.4,0.0508,71.3,0.00529514,127.556
1250,1.5,0.3048,39.6,0.00392107,125.211
2500,0,0.1524,71.3,0.0015988,128.127
2500,12.7,0.0254,71.3,0.0121808,134.058
1250,2,0.2286,71.3,0.00293031,128.816
6300,7.3,0.2286,39.6,0.0123481,110.839
630,4,0.2286,39.6,0.00473801,129.579
2500,3,0.3048,31.7,0.00529514,119.598
800,0,0.2286,31.7,0.0027238,130.725
315,7.2,0.1524,39.6,0.00909175,130.558
630,9.5,0.0254,55.5,0.0043284,125.452
1250,12.6,0.1524,39.6,0.0584113,112.160
5000,0,0.0508,71.3,0.000740478,134.430
4000,11.2,0.0508,71.3,0.014072,122.471
6300,0,0.0254,31.7,0.000439472,138.537
1600,12.3,0.1016,71.3,0.0337792,124.748
500,12.3,0.1016,55.5,0.0368233,133.774
250,17.4,0.0254,39.6,0.0172206,114.714
1000,0,0.1016,39.6,0.00146332,130.781
800,4.8,0.0254,31.7,0.000930789,122.648
5000,2.7,0.1524,71.3,0.00243851,124.364
1000,12.3,0.1016,71.3,0.0337792,127.928
400,7.3,0.2286,39.6,0.0123481,132.039
5000,15.6,0.1016,39.6,0.0528487,106.224
2000,0,0.3048,55.5,0.00283081,126.616
4000,4,0.3048,39.6,0.00579636,115.863
2500,0,0.0254,39.6,0.000428464,131.836
4000,22.2,0.0254,39.6,0.0229028,119.646
1600,0,0.2286,71.3,0.00214345,129.134
630,3.3,0.1016,55.5,0.002211,126.599
630,3,0.3048,55.5,0.00452492,129.569
250,12.6,0.1524,39.6,0.0584113,115.890
630,6.7,0.1016,31.7,0.00592927,132.116
5000,0,0.3048,55.5,0.00283081,119.606
3150,0,0.0508,31.7,0.000812164,135.490
200,15.4,0.0508,55.5,0.0271925,122.940
800,11.2,0.0508,71.3,0.014072,136.031
1600,0,0.2286,39.6,0.00253511,127.095
10000,2.7,0.1524,71.3,0.00243851,116.724
2500,12.6,0.1524,71.3,0.0483159,115.234
10000,4.2,0.0508,39.6,0.00152689,116.967
3150,9.9,0.1524,71.3,0.0193001,116.849
5000,17.4,0.0254,39.6,0.0172206,119.854
8000,5.3,0.2286,71.3,0.0051942,114.900
5000,0,0.0254,31.7,0.000439472,138.607
16000,0,0.0254,71.3,0.000400682,130.477
6300,2,0.2286,71.3,0.00293031,120.786
3150,0,0.2286,39.6,0.00253511,124.625
4000,8.9,0.1016,71.3,0.0103088,120.243
6300,0,0.1016,55.5,0.00131983,127.730
4000,15.4,0.0508,71.3,0.0264269,122.675
1250,7.3,0.2286,39.6,0.0123481,123.189
5000,8.9,0.1016,71.3,0.0103088,116.723
2000,3.3,0.1016,31.7,0.00251435,131.642
500,15.4,0.0508,31.7,0.0289853,123.695
630,3.3,0.1016,39.6,0.00245138,127.251
400,5.3,0.2286,39.6,0.00614329,131.221
500,2,0.2286,39.6,0.00346574,125.157
400,2,0.2286,55.5,0.00313525,122.292
800,2.7,0.1524,71.3,0.00243851,127.394
2000,12.3,0.1016,55.5,0.0368233,118.564
5000,17.4,0.0254,55.5,0.0165706,118.941
250,9.9,0.1524,31.7,0.0252785,128.559
200,15.4,0.0508,71.3,0.0264269,123.595
630,17.4,0.0254,71.3,0.016104,122.606
1600,11.2,0.0508,39.6,0.0150478,126.540
3150,9.9,0.1524,31.7,0.0252785,112.209
2000,9.9,0.1524,71.3,0.0193001,120.779
5000,8.4,0.0508,71.3,0.00529514,121.146
6300,15.4,0.0508,31.7,0.0289853,108.185
500,0,0.1524,31.7,0.00209405,121.617
400,6.7,0.1016,31.7,0.00592927,128.296
500,0,0.3048,31.7,0.00331266,127.315
400,0,0.3048,31.7,0.00331266,125.045
1600,7.3,0.2286,71.3,0.0104404,125.728
250,12.3,0.1016,55.5,0.0368233,133.294
200,17.4,0.0254,55.5,0.0165706,109.951
6300,0,0.3048,71.3,0.00266337,119.541
1250,5.4,0.1524,71.3,0.00401199,134.111
2500,5.3,0.2286,71.3,0.0051942,123.740
2000,3.3,0.1016,39.6,0.00245138,132.301
3150,1.5,0.3048,71.3,0.00336729,123.392
1000,6.7,0.1016,55.5,0.0052139,137.233
200,11.2,0.0508,71.3,0.014072,125.941
2500,12.7,0.0254,39.6,0.0130253,129.027
3150,0,0.2286,31.7,0.0027238,123.445
1600,12.6,0.1524,39.6,0.0584113,110.780
500,15.4,0.0508,39.6,0.0282593,125.963
1600,9.9,0.1524,31.7,0.0252785,117.119
1000,6.7,0.1016,39.6,0.00578076,134.515
10000,0,0.0508,55.5,0.00076193,127.636
6300,3.3,0.1016,31.7,0.00251435,120.702
500,0,0.3048,39.6,0.00310138,126.959
3150,15.6,0.1016,71.3,0.0437259,116.468
6300,1.5,0.3048,39.6,0.00392107,114.751
1250,7.2,0.1524,39.6,0.00909175,122.428
315,8.9,0.1016,71.3,0.0103088,136.583
4000,9.9,0.1524,71.3,0.0193001,115.079
500,17.4,0.0254,71.3,0.016104,119.806
3150,3.3,0.1016,39.6,0.00245138,128.401
630,8.9,0.1016,39.6,0.0124596,131.920
2500,17.4,0.0254,55.5,0.0165706,124.931
6300,12.3,0.1016,31.7,0.0418756,107.267
5000,0,0.3048,31.7,0.00331266,115.645
4000,12.6,0.1524,39.6,0.0584113,104.500
6300,4.2,0.0508,71.3,0.00142788,129.308
500,7.3,0.2286,55.5,0.0111706,133.174
1250,15.4,0.0508,71.3,0.0264269,130.845
2000,7.3,0.2286,31.7,0.0132672,115.309
2500,2,0.2286,39.6,0.00346574,121.397
8000,1.5,0.3048,39.6,0.00392107,112.251
315,12.3,0.1016,71.3,0.0337792,137.068
1250,9.9,0.1524,71.3,0.0193001,122.679
4000,7.2,0.1524,71.3,0.00752039,119.343
1600,0,0.1016,39.6,0.00146332,133.261
4000,0,0.1524,39.6,0.00193287,125.343
800,7.3,0.2286,39.6,0.0123481,126.299
3150,0,0.1016,55.5,0.00131983,131.780
800,9.9,0.1524,55.5,0.0208438,126.565
630,2,0.2286,31.7,0.00372371,129.057
2500,7.2,0.1524,71.3,0.00752039,124.353
2500,0,0.2286,55.5,0.00229336,126.540
2000,8.4,0.0508,31.7,0.00580776,127.686
1600,2,0.2286,31.7,0.00372371,125.797
1000,9.5,0.0254,71.3,0.00420654,129.556
1600,5.4,0.1524,71.3,0.00401199,133.241
20000,4.8,0.0254,71.3,0.000848633,119.708
2000,3,0.3048,39.6,0.00495741,120.532
500,7.2,0.1524,71.3,0.00752039,132.043
800,19.7,0.0508,39.6,0.036484,119.174
16000,1.5,0.3048,71.3,0.00336729,106.582
10000,3.3,0.1016,39.6,0.00245138,115.321
4000,9.9,0.1524,31.7,0.0252785,111.459
1250,0,0.1016,39.6,0.00146332,132.271
200,17.4,0.0254,71.3,0.016104,112.506
5000,15.4,0.0508,55.5,0.0271925,117.110
5000,0,0.0254,39.6,0.000428464,136.536
315,1.5,0.3048,39.6,0.00392107,121.851
200,8.9,0.1016,39.6,0.0124596,133.420
4000,15.4,0.0508,39.6,0.0282593,118.113
400,8.4,0.0508,55.5,0.00544854,121.582
2500,0,0.2286,71.3,0.00214345,128.354
1600,3,0.3048,71.3,0.00425727,126.514
1250,15.4,0.0508,55.5,0.0271925,130.000
1000,0,0.0508,39.6,0.000791822,127.638
8000,2.7,0.1524,71.3,0.00243851,120.534
1600,12.3,0.1016,55.5,0.0368233,121.824
2000,5.3,0.2286,71.3,0.0051942,125.890
